job_id,posting_year,country,region,city,company_name,company_size,industry,job_title,seniority_level,ai_mentioned,ai_keywords,ai_intensity_score,core_skills,ai_skills,salary_usd,salary_change_vs_prev_year_percent,automation_risk_score,reskilling_required,ai_job_displacement_risk,job_description_embedding_cluster,industry_ai_adoption_stage
19639e27-7556-4ca6-97f2-6a8df379be2e,2015,France,Europe,New York,Global Systems,Medium,Tech,AI Researcher,Mid,False,,0.13,"Project Management, Communication, SQL, Software Engineering, Business Analysis",Not Specified,60629,1.63,0.78,False,High,5,Emerging
f5b39ef6-26f4-4301-9152-3e18b29ec65d,2011,Saudi Arabia,Middle East,Tokyo,Future Solutions,Small,Retail,ML Engineer,Lead,False,,0.09,"Project Management, Statistics, Business Analysis, Software Engineering, Python, Data Analysis",Not Specified,54126,1.25,0.86,False,High,5,Emerging
89f6a527-9c31-4834-a2d1-25fa22de20c1,2021,Taiwan,East Asia,Nairobi,NextGen Systems,Enterprise,Retail,Research Scientist,Senior,False,,0.05,"Cloud Computing, SQL, Communication, Project Management, Data Analysis, Research",Not Specified,78944,-1.1,0.65,False,Low,12,Growing
40e0f277-9546-4332-9573-2f3a42418f95,2013,Italy,Europe,Sao Paulo,Future Analytics,Large,Retail,Policy Analyst,Mid,True,"reinforcement learning, computer vision, deep learning, NLP",0.74,"Project Management, Python, Business Analysis, Software Engineering, Research, Communication","reinforcement learning, computer vision, deep learning, NLP",103404,-1.76,0.16,True,High,17,Emerging
2d7559b9-6f18-47d8-abc2-7dfa15404e5f,2022,Qatar,Middle East,Sydney,Future Solutions,Medium,Healthcare,Systems Engineer,Junior,False,,0.17,"Communication, SQL, Software Engineering, Research",Not Specified,73072,4.91,0.79,False,High,18,Growing
d9a0d87f-acc0-4057-b0c7-1f24f2bcf82f,2016,Japan,East Asia,Nairobi,Global Systems,Small,Retail,Systems Engineer,Executive,False,,0.01,"Communication, Cloud Computing, Python, Business Analysis",Not Specified,73777,-3.93,0.7,False,Low,6,Emerging
55bdfbca-d0af-4c9b-bbed-fd3ae1ca9947,2018,South Africa,Africa,Sao Paulo,Future Systems,Small,Manufacturing,Business Analyst,Intern,False,,0.13,"SQL, Python, Communication, Business Analysis, Project Management",Not Specified,24551,1.57,0.66,False,Medium,19,Growing
9137d866-fc2f-4883-9db1-a9ad44b902d8,2012,Nigeria,Africa,New York,NextGen Analytics,Enterprise,Manufacturing,Systems Engineer,Intern,True,"machine learning, NLP, reinforcement learning, computer vision",0.43,"Research, Python, SQL, Cloud Computing, Business Analysis, Communication","machine learning, NLP, reinforcement learning, computer vision",25201,3.99,0.15,True,Low,9,Emerging
71d79622-2918-4ba6-bf04-a81eac15afc4,2016,Germany,Europe,New York,NextGen Solutions,Enterprise,Manufacturing,AI Researcher,Intern,False,,0.19,"Python, Software Engineering, SQL, Project Management, Cloud Computing, Communication",Not Specified,66602,-2.39,0.65,False,Low,17,Emerging
3d100889-28b4-4898-a8e2-c1c17dc75198,2012,China,East Asia,Sao Paulo,Future Systems,Large,Retail,ML Engineer,Mid,True,computer vision,0.46,"Python, Data Analysis, SQL, Research, Communication, Statistics",computer vision,90848,2.83,0.13,True,Low,17,Emerging
b3e2e68c-216a-446b-891c-4edfc547951e,2019,Philippines,Southeast Asia,Sydney,Prime Solutions,Small,Retail,Operations Manager,Senior,False,,0.19,"Business Analysis, Project Management, SQL, Software Engineering, Cloud Computing",Not Specified,33243,4.29,0.66,False,Low,1,Growing
d1d8e76d-839d-47df-9d59-ff921db59f33,2019,Nepal,South Asia,Sao Paulo,Future Analytics,Small,Healthcare,Product Manager,Intern,False,,0.14,"Business Analysis, Python, Software Engineering, Research, Statistics",Not Specified,25062,-1.1,0.64,False,Low,2,Growing
f5d58164-bc68-42e6-aa59-d8501d75fcb5,2014,Colombia,South America,Paris,NextGen Technologies,Small,Agriculture,ML Engineer,Lead,True,"deep learning, reinforcement learning, machine learning, computer vision",0.59,"Cloud Computing, Python, Communication, Project Management","deep learning, reinforcement learning, machine learning, computer vision",59699,-3.39,0.17,True,Medium,4,Emerging
de60123e-b068-441f-bf70-4dab7449b431,2021,Australia,Oceania,Tokyo,Future Systems,Startup,Manufacturing,Software Engineer,Junior,True,machine learning,0.8,"Python, Statistics, Project Management, Data Analysis, Software Engineering",machine learning,122999,10.88,0.34,True,Low,5,Growing
3abcdc0b-1096-4e64-8604-11fba1a50a53,2017,Israel,Middle East,London,Future Solutions,Startup,Manufacturing,Operations Manager,Lead,False,,0.17,"Software Engineering, Cloud Computing, Data Analysis, Research, Python, SQL",Not Specified,53716,2.62,0.83,False,Low,16,Growing
a290f50c-d2e4-4e2f-ba2b-e1b9bcd64529,2014,Israel,Middle East,Sydney,Prime Technologies,Enterprise,Agriculture,AI Researcher,Senior,False,,0.09,"Statistics, Software Engineering, Python, Research, Project Management",Not Specified,53938,2.28,0.72,False,Medium,4,Emerging
67066420-1fe7-4321-9fca-3852c75ef772,2010,Netherlands,Europe,Paris,Global Systems,Medium,Agriculture,Business Analyst,Intern,False,,0.05,"Data Analysis, Cloud Computing, SQL, Statistics, Communication, Business Analysis",Not Specified,53535,-2.49,0.66,False,Low,12,Emerging
bd0894f5-8097-44fb-8f5a-6970d7227a60,2020,Chile,South America,Bangalore,NextGen Solutions,Large,Retail,Operations Manager,Intern,True,MLOps,0.5,"Project Management, Communication, Data Analysis, Cloud Computing",MLOps,63680,15.52,0.1,True,Medium,19,Growing
baed8b10-9039-45bf-87af-ce98c08c1962,2010,France,Europe,Tokyo,NextGen Analytics,Startup,Manufacturing,Systems Engineer,Lead,False,,0.11,"Software Engineering, Python, Business Analysis, SQL",Not Specified,64843,4.05,0.71,False,Low,11,Emerging
89247fc7-49d9-456d-a556-17280d3704b4,2024,Saudi Arabia,Middle East,Toronto,Prime Analytics,Startup,Tech,Systems Engineer,Mid,True,"computer vision, generative AI, LLMs",0.78,"Statistics, Data Analysis, Software Engineering","computer vision, generative AI, LLMs",87603,6.04,0.24,True,High,13,Mature
71ee62e6-f5ce-4c89-86ac-509240db9c8f,2010,Argentina,South America,Berlin,NextGen Systems,Enterprise,Healthcare,Software Engineer,Senior,True,"computer vision, MLOps, machine learning",0.62,"Research, Software Engineering, Python, Project Management, Statistics, Business Analysis","computer vision, MLOps, machine learning",42740,2.21,0.12,True,High,13,Emerging
ee183e21-14dc-4c07-ade3-50d26cd556b6,2017,Kenya,Africa,Berlin,Prime Solutions,Small,Healthcare,Policy Analyst,Mid,False,,0.1,"Project Management, Software Engineering, SQL, Python, Data Analysis, Research",Not Specified,22035,0.86,0.62,False,High,9,Growing
8cbf6767-247c-4303-b315-41c2658b2ab5,2011,Nigeria,Africa,Lagos,NextGen Technologies,Small,Tech,Software Engineer,Junior,False,,0.07,"Cloud Computing, Business Analysis, Statistics, Communication",Not Specified,20811,0.7,0.76,False,High,16,Emerging
67dd146d-e7b2-487a-914c-15de00f12ca0,2016,Taiwan,East Asia,Nairobi,Prime Analytics,Large,Healthcare,Product Manager,Lead,False,,0.11,"Statistics, Project Management, Data Analysis",Not Specified,60185,-0.09,0.77,False,Low,3,Emerging
5ad892e4-2c18-4402-b89d-0666d28d391e,2018,Kenya,Africa,Berlin,NextGen Solutions,Startup,Healthcare,Operations Manager,Senior,True,NLP,0.64,"Cloud Computing, Statistics, Software Engineering",NLP,33897,9.83,0.1,True,High,18,Growing
54317538-f93b-46f7-bc68-10c29d8793f2,2018,Sri Lanka,South Asia,Dubai,NextGen Solutions,Startup,Tech,Data Scientist,Executive,False,,0.03,"SQL, Communication, Statistics",Not Specified,25704,2.64,0.63,False,Medium,12,Growing
bc0d584b-91dc-4f01-b238-99db41ea40f3,2021,Colombia,South America,Nairobi,Global Solutions,Startup,Agriculture,Business Analyst,Executive,False,,0.01,"Python, Cloud Computing, Communication",Not Specified,52857,2.34,0.77,False,Medium,7,Growing
4196416a-d4e5-41d1-9dc3-15959820c181,2022,New Zealand,Oceania,Sydney,NextGen Analytics,Large,Manufacturing,Software Engineer,Senior,True,"LLMs, machine learning, MLOps, reinforcement learning",0.42,"SQL, Statistics, Business Analysis","LLMs, machine learning, MLOps, reinforcement learning",138187,15.27,0.3,True,Medium,16,Growing
852bc5f9-3fbc-49c2-9c6b-0a4945fc169e,2020,United States,North America,Seoul,NextGen Systems,Medium,Agriculture,ML Engineer,Lead,False,,0.09,"Project Management, Data Analysis, Software Engineering, SQL, Communication",Not Specified,90587,3.69,0.6,False,Medium,13,Growing
c3879a0e-0572-4de9-8a6a-a9f8e6d3e0b1,2018,Australia,Oceania,Paris,Future Solutions,Startup,Retail,Systems Engineer,Intern,False,,0.16,"Python, Research, Software Engineering, Business Analysis",Not Specified,85680,-3.35,0.64,False,Low,0,Growing
0bf3d163-ef32-4180-a924-a7d720d9eff3,2014,New Zealand,Oceania,Nairobi,Prime Analytics,Large,Tech,Operations Manager,Executive,False,,0.04,"SQL, Research, Cloud Computing",Not Specified,80772,3.45,0.89,False,Low,10,Emerging
3136c218-77da-4f66-9a04-3ae65b301a97,2021,United States,North America,Lagos,Future Technologies,Small,Healthcare,Operations Manager,Lead,False,,0.17,"Data Analysis, Communication, SQL, Cloud Computing",Not Specified,105528,4.86,0.71,False,Low,8,Growing
9fd40b6c-7fe6-4e4a-9b3f-819e96e974f4,2010,China,East Asia,Toronto,Future Analytics,Startup,Agriculture,Policy Analyst,Junior,False,,0.07,"Statistics, Cloud Computing, Project Management, Data Analysis",Not Specified,56185,-2.91,0.68,False,Medium,2,Emerging
d3b0e3b2-011d-4662-8621-164459244591,2021,Taiwan,East Asia,Nairobi,Global Technologies,Enterprise,Healthcare,Data Scientist,Lead,True,"generative AI, NLP, LLMs, deep learning",0.94,"Python, SQL, Cloud Computing, Statistics, Business Analysis, Project Management","generative AI, NLP, LLMs, deep learning",102350,6.67,0.1,True,Low,10,Growing
117e0423-2e32-4813-9d0c-b35656ad5fd6,2010,Peru,South America,Tokyo,Global Technologies,Medium,Agriculture,AI Researcher,Mid,False,,0.16,"Project Management, Business Analysis, Communication, Research, Python, Statistics",Not Specified,34952,-3.85,0.89,False,Low,1,Emerging
0556b330-ccc2-4fe2-9617-d719c4e2d854,2011,Mexico,North America,Bangalore,Global Technologies,Enterprise,Agriculture,Policy Analyst,Executive,False,,0.01,"Statistics, Cloud Computing, SQL, Data Analysis",Not Specified,70875,-3.86,0.6,False,High,19,Emerging
ff1addd0-1fd0-458d-94a9-c1ece4b1f729,2017,United Kingdom,Europe,Sydney,NextGen Systems,Medium,Tech,Policy Analyst,Intern,False,,0.13,"Data Analysis, Business Analysis, SQL, Communication",Not Specified,70795,-4.11,0.83,False,High,9,Growing
155381f7-66d7-44fe-9051-6a943a3ba789,2024,Taiwan,East Asia,Berlin,Global Analytics,Enterprise,Agriculture,Business Analyst,Lead,True,"reinforcement learning, generative AI",0.62,"Statistics, Research, SQL, Software Engineering","reinforcement learning, generative AI",124087,17.86,0.2,True,Medium,10,Growing
081e66f0-58e9-41a3-add2-938e0c0cbc28,2024,Thailand,Southeast Asia,New York,Future Systems,Large,Healthcare,Software Engineer,Executive,True,"MLOps, NLP, machine learning, LLMs",0.86,"SQL, Software Engineering, Communication, Business Analysis, Project Management","MLOps, NLP, machine learning, LLMs",67013,9.8,0.32,True,Medium,15,Growing
950f0ded-be1e-4b56-9b6d-b816a5d8bed3,2012,Australia,Oceania,Paris,Prime Systems,Enterprise,Healthcare,Software Engineer,Mid,False,,0.17,"Python, Communication, Statistics, Business Analysis, Research, Software Engineering",Not Specified,76494,-1.49,0.63,False,High,19,Emerging
43cab269-fb1c-4956-bf31-4ee6302705eb,2018,Italy,Europe,New York,NextGen Systems,Enterprise,Healthcare,ML Engineer,Lead,False,,0.11,"Python, SQL, Research, Statistics",Not Specified,83082,-1.5,0.74,False,Low,10,Growing
d461e35e-5a2b-4202-8e51-8019f8edf3a6,2022,United States,North America,Tokyo,NextGen Analytics,Large,Tech,Research Scientist,Junior,True,MLOps,0.76,"Research, Python, Business Analysis",MLOps,137307,6.94,0.15,True,Low,1,Mature
23f005be-d262-437c-8834-906180033a84,2016,Canada,North America,Bangalore,Prime Solutions,Small,Tech,AI Researcher,Senior,False,,0.16,"Python, Statistics, Software Engineering, Business Analysis, Research",Not Specified,92628,1.51,0.73,False,Low,8,Emerging
5d5c96df-030e-439d-9ec6-b8728056ea45,2019,Australia,Oceania,Seoul,Prime Analytics,Small,Agriculture,AI Researcher,Senior,False,,0.19,"Cloud Computing, Research, Statistics, SQL, Business Analysis, Python",Not Specified,86386,4.45,0.79,False,High,14,Growing
f8823154-1d99-417a-98af-118ab2570ef3,2025,Malaysia,Southeast Asia,Nairobi,NextGen Solutions,Enterprise,Tech,Business Analyst,Junior,False,,0.06,"Communication, Statistics, Python, Data Analysis, Software Engineering, Business Analysis",Not Specified,39050,3.84,0.72,False,Medium,1,Mature
86e74c63-c5ce-4540-a22d-4b16704d3255,2015,India,South Asia,Berlin,NextGen Systems,Medium,Agriculture,Operations Manager,Senior,False,,0.03,"Software Engineering, Data Analysis, Statistics, Research",Not Specified,25226,-4.49,0.66,False,High,11,Emerging
bc64c4cc-0676-4c43-a5e8-b2061c9be4e8,2018,Poland,Europe,Lagos,Global Solutions,Enterprise,Healthcare,Operations Manager,Junior,False,,0.14,"Research, Statistics, Communication, Data Analysis",Not Specified,83464,3.06,0.7,False,Medium,2,Growing
0806c8f7-99e4-42bd-b735-f73bce3ad935,2015,Thailand,Southeast Asia,Tokyo,Global Technologies,Enterprise,Tech,Research Scientist,Lead,False,,0.01,"SQL, Business Analysis, Software Engineering, Python, Data Analysis",Not Specified,35235,-4.16,0.85,False,Medium,1,Emerging
8d753e5b-d637-47f4-ac96-f63f1b1c6c91,2014,Nepal,South Asia,Bangalore,NextGen Systems,Large,Healthcare,Business Analyst,Lead,False,,0.14,"SQL, Cloud Computing, Data Analysis, Python, Communication",Not Specified,19711,-3.27,0.83,False,Medium,19,Emerging
5d9022d5-7a2f-4dac-b0f8-ebee9ffa220c,2019,Egypt,Africa,Bangalore,NextGen Analytics,Startup,Retail,Product Manager,Mid,False,,0.03,"Business Analysis, Software Engineering, Data Analysis, Cloud Computing, Communication, Python",Not Specified,20635,2.22,0.63,False,Low,10,Growing
e3fecc5c-afc8-42ee-9787-a0b75150c92b,2010,Jordan,Middle East,Sydney,Future Technologies,Medium,Manufacturing,Software Engineer,Intern,False,,0.02,"Communication, Software Engineering, Research, Python",Not Specified,55262,-2.97,0.69,False,High,3,Emerging
1aca6c06-a3c4-4cab-93e8-b2e131a530fd,2023,India,South Asia,Sydney,NextGen Systems,Enterprise,Healthcare,Data Scientist,Executive,True,"NLP, computer vision, reinforcement learning, machine learning",0.9,"Project Management, Data Analysis, Research, Python, Cloud Computing, Statistics","NLP, computer vision, reinforcement learning, machine learning",35576,7.1,0.13,True,Low,12,Growing
f49a54d4-a091-46d9-b220-2d72e6dad8a2,2010,India,South Asia,Paris,Global Technologies,Startup,Healthcare,Business Analyst,Executive,False,,0.13,"Python, Data Analysis, Statistics, Cloud Computing, Project Management",Not Specified,21454,0.21,0.77,False,Medium,12,Emerging
d6d22497-504f-4353-8eb4-4c1e1dcf5566,2011,United States,North America,Sao Paulo,Future Solutions,Startup,Manufacturing,Software Engineer,Lead,False,,0.14,"Project Management, Business Analysis, SQL, Python",Not Specified,65734,-0.92,0.81,False,Low,7,Emerging
30089f86-391b-45ca-894e-d7294f7740b8,2024,Australia,Oceania,New York,Global Technologies,Startup,Healthcare,Policy Analyst,Executive,True,"deep learning, reinforcement learning, MLOps",0.55,"Statistics, Project Management, Data Analysis, Python","deep learning, reinforcement learning, MLOps",112167,12.09,0.15,True,High,6,Growing
fce12c69-8dee-4b84-a488-f075e366807b,2015,Taiwan,East Asia,New York,Prime Systems,Startup,Tech,Systems Engineer,Junior,True,"machine learning, NLP",0.78,"Research, Statistics, Python, Business Analysis, Communication","machine learning, NLP",77916,-4.5,0.24,True,High,17,Emerging
b0dbc793-88b7-419c-bb34-b08ab2664e71,2010,Australia,Oceania,Lagos,Future Systems,Medium,Retail,ML Engineer,Executive,False,,0.09,"Project Management, Cloud Computing, Business Analysis, Python",Not Specified,59064,3.46,0.76,False,Medium,9,Emerging
46eb7c54-767d-4153-9dec-d617bb5259ab,2022,Peru,South America,Paris,Prime Systems,Large,Agriculture,AI Researcher,Senior,True,"LLMs, computer vision, machine learning, NLP",0.61,"Python, Communication, Cloud Computing, Software Engineering","LLMs, computer vision, machine learning, NLP",64183,17.7,0.22,True,Low,15,Growing
20be45e0-4b74-4f38-a9e6-f56d678be0bc,2012,Germany,Europe,London,Global Analytics,Large,Agriculture,Research Scientist,Senior,False,,0.1,"Software Engineering, Statistics, Communication",Not Specified,59417,-3.76,0.66,False,High,19,Emerging
023aff8b-fa15-43be-ad3c-7ebdcf55a514,2025,New Zealand,Oceania,Bangalore,Prime Solutions,Enterprise,Manufacturing,Systems Engineer,Mid,True,generative AI,0.49,"Research, Communication, SQL",generative AI,146527,6.38,0.14,True,Low,13,Growing
ad4d529e-876e-425e-87cf-58167682eb81,2016,Colombia,South America,Toronto,Future Solutions,Large,Retail,Operations Manager,Junior,False,,0.02,"SQL, Business Analysis, Cloud Computing, Software Engineering, Project Management, Communication",Not Specified,40159,3.29,0.65,False,Medium,17,Emerging
c74e0d6c-55e2-447a-af30-f85e1bb9d1df,2020,Israel,Middle East,Dubai,Global Technologies,Small,Agriculture,Operations Manager,Mid,False,,0.08,"Communication, Data Analysis, Research, Software Engineering",Not Specified,74119,3.68,0.8,False,Medium,3,Growing
f492566d-32ee-403c-9657-554c9ec3c05f,2012,Malaysia,Southeast Asia,Seoul,Future Analytics,Medium,Healthcare,Systems Engineer,Junior,False,,0.18,"Data Analysis, Project Management, Business Analysis",Not Specified,33034,3.43,0.87,False,Low,3,Emerging
c2640f43-1b1d-4bbc-8d90-5fbba82fed55,2017,New Zealand,Oceania,London,Future Analytics,Medium,Manufacturing,AI Researcher,Intern,False,,0.16,"Python, Software Engineering, Business Analysis, Cloud Computing",Not Specified,83919,0.55,0.7,False,High,10,Growing
6f3a885c-c81f-45ae-b8c4-44f9343d4290,2023,Mexico,North America,New York,NextGen Systems,Medium,Manufacturing,Operations Manager,Senior,False,,0.12,"Statistics, SQL, Business Analysis, Project Management",Not Specified,96272,1.3,0.87,False,High,2,Growing
7d38b40b-b845-49a1-a336-1ec973958b4a,2017,Italy,Europe,London,Prime Systems,Startup,Retail,Product Manager,Senior,False,,0.06,"Python, Cloud Computing, SQL, Data Analysis, Project Management",Not Specified,70669,2.02,0.88,False,Medium,6,Growing
7ebd25f9-15c5-499a-ba10-7da058f2a0c3,2015,Saudi Arabia,Middle East,Sydney,NextGen Technologies,Small,Tech,Research Scientist,Mid,False,,0.08,"Project Management, Research, Business Analysis, Python",Not Specified,55457,0.83,0.88,False,High,8,Emerging
ac9d8d86-7ffa-403a-9ebb-8125a8576d45,2016,Brazil,South America,Berlin,Future Systems,Enterprise,Tech,Systems Engineer,Senior,False,,0.16,"Research, Project Management, Cloud Computing, Communication",Not Specified,38890,-2.2,0.79,False,Low,6,Emerging
43012efc-e6e1-4c3c-a214-a1b81cc78dc4,2020,Japan,East Asia,Berlin,Future Solutions,Startup,Retail,Operations Manager,Executive,False,,0.04,"Project Management, Business Analysis, Research",Not Specified,78389,-4.78,0.86,False,Medium,10,Growing
0c2ff17b-a3ab-43b0-9129-6fcc86c451d8,2010,New Zealand,Oceania,Dubai,NextGen Analytics,Medium,Manufacturing,Product Manager,Mid,False,,0.0,"Data Analysis, Cloud Computing, Communication",Not Specified,61784,-0.91,0.86,False,High,13,Emerging
fde3a627-6a03-488d-a034-353f3daf388f,2015,Colombia,South America,Singapore,Prime Analytics,Large,Retail,ML Engineer,Senior,True,deep learning,0.58,"Research, SQL, Business Analysis, Software Engineering, Communication",deep learning,64470,1.82,0.17,True,High,9,Emerging
40117cab-dccf-454b-b65d-58d292bfe0b2,2023,Morocco,Africa,London,Global Systems,Startup,Agriculture,ML Engineer,Senior,False,,0.04,"Communication, Statistics, SQL, Business Analysis, Cloud Computing, Software Engineering",Not Specified,25111,-2.79,0.82,False,Low,9,Growing
5093f06e-7129-4604-9b01-892a201f5019,2022,South Korea,East Asia,Singapore,NextGen Solutions,Enterprise,Retail,ML Engineer,Junior,True,"LLMs, NLP, deep learning",0.69,"Business Analysis, Communication, Python, Statistics","LLMs, NLP, deep learning",119127,9.34,0.3,True,High,0,Growing
aa19695b-c942-4498-9096-f458d23fbb4b,2022,Netherlands,Europe,Lagos,NextGen Technologies,Enterprise,Retail,Operations Manager,Senior,True,deep learning,0.55,"Python, Statistics, Cloud Computing, Business Analysis, Project Management",deep learning,102727,8.02,0.17,True,High,7,Growing
ac958464-d889-472a-9ab4-021b3c0595ed,2015,New Zealand,Oceania,New York,Future Analytics,Startup,Healthcare,Business Analyst,Senior,False,,0.07,"Project Management, Research, SQL, Data Analysis",Not Specified,68387,-4.12,0.72,False,Medium,16,Emerging
6c405d18-bd42-4c0b-8482-c301b87820ec,2020,Colombia,South America,Nairobi,Global Technologies,Enterprise,Retail,Policy Analyst,Senior,False,,0.01,"Statistics, Research, SQL, Project Management, Business Analysis",Not Specified,46555,-1.96,0.87,False,Medium,19,Growing
e3ce1477-b45f-43a1-99c6-73de03173d0a,2019,Japan,East Asia,Bangalore,Future Technologies,Medium,Retail,Data Scientist,Senior,True,"MLOps, reinforcement learning",0.45,"SQL, Communication, Python, Project Management, Software Engineering","MLOps, reinforcement learning",95050,12.98,0.37,True,High,12,Growing
39e3c640-5180-43a7-9377-21ff5e18bd97,2010,China,East Asia,Paris,NextGen Analytics,Enterprise,Tech,Policy Analyst,Junior,False,,0.03,"SQL, Software Engineering, Statistics, Research",Not Specified,50875,3.0,0.64,False,Medium,5,Emerging
f7772ddd-c468-4b95-af69-478dc349d857,2014,Taiwan,East Asia,Nairobi,Future Analytics,Enterprise,Tech,ML Engineer,Junior,True,"computer vision, MLOps, machine learning",0.81,"Python, Project Management, Data Analysis, SQL, Communication, Statistics","computer vision, MLOps, machine learning",73591,0.69,0.14,True,High,14,Emerging
9eecba7a-f59a-49d9-9ebf-3b5d072a5a12,2010,Canada,North America,Toronto,Prime Solutions,Small,Healthcare,Data Scientist,Executive,False,,0.08,"Cloud Computing, SQL, Statistics",Not Specified,67030,-2.0,0.74,False,Medium,12,Emerging
8bb6ccc2-7ffb-49a7-870f-1216fd500742,2011,Indonesia,Southeast Asia,Paris,Prime Analytics,Small,Retail,Product Manager,Senior,False,,0.15,"Communication, Data Analysis, Statistics, Business Analysis",Not Specified,30839,3.08,0.68,False,High,17,Emerging
6ea0a3ea-5429-4f09-a5b4-80b7a60c9a0a,2015,France,Europe,Sydney,Future Analytics,Startup,Agriculture,Policy Analyst,Executive,False,,0.02,"Business Analysis, Software Engineering, Communication, Statistics, Project Management",Not Specified,63169,-2.55,0.66,False,High,0,Emerging
490b5e60-2c5b-439f-a08e-4cebb72e95b6,2020,South Korea,East Asia,Singapore,NextGen Systems,Small,Agriculture,AI Researcher,Mid,False,,0.05,"SQL, Software Engineering, Statistics, Data Analysis",Not Specified,66796,-1.75,0.77,False,High,10,Growing
94ad8501-5853-49b2-80e7-f670688ad31c,2018,Poland,Europe,Paris,Prime Technologies,Large,Agriculture,Systems Engineer,Senior,False,,0.02,"SQL, Communication, Software Engineering, Project Management, Data Analysis",Not Specified,78547,2.06,0.69,False,Medium,7,Growing
a82cc9f8-527a-493b-92af-f501064de23b,2023,Jordan,Middle East,Lagos,Global Systems,Medium,Retail,Research Scientist,Junior,True,"MLOps, NLP, machine learning",0.74,"Research, Data Analysis, Python, Business Analysis, Software Engineering","MLOps, NLP, machine learning",95566,12.79,0.17,True,Medium,6,Growing
83ee5862-0ac5-4c7b-aeec-ac317c1556c4,2011,Peru,South America,Singapore,NextGen Analytics,Startup,Manufacturing,AI Researcher,Mid,False,,0.04,"Business Analysis, Software Engineering, SQL, Data Analysis, Communication, Statistics",Not Specified,33887,-4.95,0.85,False,Medium,13,Emerging
7a307c1d-3fb5-49db-9a87-338ca8c91a8c,2017,Canada,North America,Tokyo,Prime Solutions,Large,Healthcare,Research Scientist,Lead,True,"computer vision, NLP, reinforcement learning, MLOps",0.79,"SQL, Data Analysis, Statistics","computer vision, NLP, reinforcement learning, MLOps",118429,-4.52,0.2,True,Medium,14,Growing
eaa77c7b-5bc1-41e2-a830-1408d8d35d69,2011,Netherlands,Europe,Sao Paulo,NextGen Technologies,Startup,Healthcare,Data Scientist,Executive,False,,0.19,"Software Engineering, Statistics, Research, Cloud Computing, SQL, Python",Not Specified,70511,2.23,0.85,False,Low,12,Emerging
af85662e-d3ec-4ecf-8742-3a7b79f9ec36,2012,Bangladesh,South Asia,Singapore,NextGen Systems,Enterprise,Healthcare,Systems Engineer,Mid,False,,0.06,"Research, Project Management, Statistics, Software Engineering",Not Specified,18630,-1.93,0.83,False,High,15,Emerging
09fd2c78-58f8-45e0-a0b1-d35b1cefb2ed,2018,Mexico,North America,New York,Global Systems,Large,Tech,Software Engineer,Mid,True,"NLP, machine learning",0.59,"Software Engineering, Communication, Project Management, Business Analysis, Data Analysis","NLP, machine learning",116414,11.03,0.14,True,High,8,Growing
1f8ac400-ae95-4046-b770-25153af34165,2012,Morocco,Africa,Sydney,Future Systems,Enterprise,Manufacturing,AI Researcher,Mid,False,,0.03,"Software Engineering, Cloud Computing, SQL, Project Management, Research",Not Specified,21613,-0.32,0.75,False,Medium,11,Emerging
13dbc07f-1a17-4267-88ff-c7ce763fffd3,2020,Indonesia,Southeast Asia,Nairobi,Future Analytics,Small,Healthcare,Research Scientist,Mid,False,,0.11,"Statistics, Research, SQL, Communication, Project Management, Business Analysis",Not Specified,44460,-1.5,0.61,False,Low,4,Growing
853eb631-c5f6-46e8-864d-9a07f15fcff4,2010,Malaysia,Southeast Asia,Dubai,Global Analytics,Startup,Tech,Policy Analyst,Senior,False,,0.01,"Research, Statistics, Communication, Software Engineering",Not Specified,28948,0.73,0.79,False,Low,12,Emerging
767549ce-ac13-44f0-a4e4-b9dc59a99ec2,2012,Taiwan,East Asia,Sao Paulo,Global Analytics,Enterprise,Manufacturing,AI Researcher,Mid,False,,0.04,"Statistics, Research, Data Analysis, Project Management, Python, Cloud Computing",Not Specified,62981,4.73,0.8,False,Low,10,Emerging
d3c0706f-f9e2-4ce1-93ca-a42bbaa3af80,2020,Saudi Arabia,Middle East,Singapore,Future Analytics,Large,Healthcare,Product Manager,Senior,True,reinforcement learning,0.83,"Cloud Computing, Business Analysis, Statistics, Software Engineering, SQL",reinforcement learning,92270,15.48,0.14,True,Low,11,Growing
56a1dfbf-5096-40c4-a939-562bc7e1fb08,2018,Canada,North America,Seoul,Global Analytics,Enterprise,Tech,Data Scientist,Intern,False,,0.15,"Statistics, Research, SQL",Not Specified,90580,-2.71,0.64,False,Low,12,Growing
bc13f46a-9140-4a02-a5f2-7b2e3e2d24d9,2024,Mexico,North America,Bangalore,NextGen Systems,Medium,Retail,Data Scientist,Senior,True,"computer vision, deep learning",0.82,"Software Engineering, Project Management, Statistics, Business Analysis, Python","computer vision, deep learning",133651,8.0,0.25,True,Medium,9,Growing
39b9a229-45e8-4402-a091-d4b3fc7a20c1,2023,New Zealand,Oceania,New York,Prime Analytics,Large,Tech,Operations Manager,Senior,True,"MLOps, machine learning",0.52,"Software Engineering, Python, Project Management, Cloud Computing, Business Analysis","MLOps, machine learning",112533,10.33,0.26,True,Medium,4,Mature
7bdcc4ca-4177-46ac-95ff-59298dd761d8,2024,Kenya,Africa,New York,Prime Solutions,Large,Agriculture,Business Analyst,Lead,True,"LLMs, machine learning",0.48,"Cloud Computing, Research, Software Engineering, Business Analysis, Data Analysis","LLMs, machine learning",34105,11.27,0.35,True,Low,3,Growing
